"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","I5101",""
"地域 コード","地域","調査年 コード","調査年","/項目","I5101_病院数【施設】","注釈"
"34211","広島県 大竹市","1999100000","1999年度","","2",""
"34211","広島県 大竹市","1998100000","1998年度","","2",""
"34211","広島県 大竹市","1997100000","1997年度","","2",""
"34212","広島県 東広島市","2019100000","2019年度","","16",""
"34212","広島県 東広島市","2018100000","2018年度","","16",""
"34212","広島県 東広島市","2017100000","2017年度","","16",""
"34212","広島県 東広島市","2016100000","2016年度","","16",""
"34212","広島県 東広島市","2015100000","2015年度","","16",""
"34212","広島県 東広島市","2014100000","2014年度","","16",""
"34212","広島県 東広島市","2013100000","2013年度","","16",""
"34212","広島県 東広島市","2012100000","2012年度","","16",""
"34212","広島県 東広島市","2011100000","2011年度","","16",""
"34212","広島県 東広島市","2010100000","2010年度","","16",""
"34212","広島県 東広島市","2009100000","2009年度","","16",""
"34212","広島県 東広島市","2008100000","2008年度","","16",""
"34212","広島県 東広島市","2007100000","2007年度","","16",""
"34212","広島県 東広島市","2006100000","2006年度","","16",""
"34212","広島県 東広島市","2005100000","2005年度","","16",""
"34212","広島県 東広島市","2004100000","2004年度","","17",""
"34212","広島県 東広島市","2003100000","2003年度","","17",""
"34212","広島県 東広島市","2002100000","2002年度","","17",""
"34212","広島県 東広島市","2001100000","2001年度","","17",""
"34212","広島県 東広島市","2000100000","2000年度","","17",""
"34212","広島県 東広島市","1999100000","1999年度","","17",""
"34212","広島県 東広島市","1998100000","1998年度","","17",""
"34212","広島県 東広島市","1997100000","1997年度","","16",""
"34213","広島県 廿日市市","2019100000","2019年度","","10",""
"34213","広島県 廿日市市","2018100000","2018年度","","10",""
"34213","広島県 廿日市市","2017100000","2017年度","","10",""
"34213","広島県 廿日市市","2016100000","2016年度","","10",""
"34213","広島県 廿日市市","2015100000","2015年度","","10",""
"34213","広島県 廿日市市","2014100000","2014年度","","10",""
"34213","広島県 廿日市市","2013100000","2013年度","","10",""
"34213","広島県 廿日市市","2012100000","2012年度","","10",""
"34213","広島県 廿日市市","2011100000","2011年度","","10",""
"34213","広島県 廿日市市","2010100000","2010年度","","10",""
"34213","広島県 廿日市市","2009100000","2009年度","","10",""
"34213","広島県 廿日市市","2008100000","2008年度","","10",""
"34213","広島県 廿日市市","2007100000","2007年度","","10",""
"34213","広島県 廿日市市","2006100000","2006年度","","9",""
"34213","広島県 廿日市市","2005100000","2005年度","","9",""
"34213","広島県 廿日市市","2004100000","2004年度","","11",""
"34213","広島県 廿日市市","2003100000","2003年度","","11",""
"34213","広島県 廿日市市","2002100000","2002年度","","11",""
"34213","広島県 廿日市市","2001100000","2001年度","","11",""
"34213","広島県 廿日市市","2000100000","2000年度","","11",""
"34213","広島県 廿日市市","1999100000","1999年度","","10",""
"34213","広島県 廿日市市","1998100000","1998年度","","10",""
"34213","広島県 廿日市市","1997100000","1997年度","","10",""
"34214","広島県 安芸高田市","2019100000","2019年度","","1",""
"34214","広島県 安芸高田市","2018100000","2018年度","","1",""
"34214","広島県 安芸高田市","2017100000","2017年度","","2",""
"34214","広島県 安芸高田市","2016100000","2016年度","","2",""
"34214","広島県 安芸高田市","2015100000","2015年度","","2",""
"34214","広島県 安芸高田市","2014100000","2014年度","","2",""
"34214","広島県 安芸高田市","2013100000","2013年度","","2",""
"34214","広島県 安芸高田市","2012100000","2012年度","","2",""
"34214","広島県 安芸高田市","2011100000","2011年度","","2",""
"34214","広島県 安芸高田市","2010100000","2010年度","","2",""
"34214","広島県 安芸高田市","2009100000","2009年度","","2",""
"34214","広島県 安芸高田市","2008100000","2008年度","","2",""
"34214","広島県 安芸高田市","2007100000","2007年度","","2",""
"34214","広島県 安芸高田市","2006100000","2006年度","","2",""
"34214","広島県 安芸高田市","2005100000","2005年度","","2",""
"34214","広島県 安芸高田市","2004100000","2004年度","","2",""
"34214","広島県 安芸高田市","2003100000","2003年度","","2",""
"34214","広島県 安芸高田市","2002100000","2002年度","","2",""
"34214","広島県 安芸高田市","2001100000","2001年度","","2",""
"34214","広島県 安芸高田市","2000100000","2000年度","","2",""
"34214","広島県 安芸高田市","1999100000","1999年度","","2",""
"34214","広島県 安芸高田市","1998100000","1998年度","","2",""
"34214","広島県 安芸高田市","1997100000","1997年度","","2",""
"34215","広島県 江田島市","2019100000","2019年度","","4",""
"34215","広島県 江田島市","2018100000","2018年度","","4",""
"34215","広島県 江田島市","2017100000","2017年度","","4",""
"34215","広島県 江田島市","2016100000","2016年度","","4",""
"34215","広島県 江田島市","2015100000","2015年度","","4",""
"34215","広島県 江田島市","2014100000","2014年度","","4",""
"34215","広島県 江田島市","2013100000","2013年度","","4",""
"34215","広島県 江田島市","2012100000","2012年度","","4",""
"34215","広島県 江田島市","2011100000","2011年度","","4",""
"34215","広島県 江田島市","2010100000","2010年度","","4",""
"34215","広島県 江田島市","2009100000","2009年度","","4",""
"34215","広島県 江田島市","2008100000","2008年度","","4",""
"34215","広島県 江田島市","2007100000","2007年度","","4",""
"34215","広島県 江田島市","2006100000","2006年度","","4",""
"34215","広島県 江田島市","2005100000","2005年度","","5",""
"34215","広島県 江田島市","2004100000","2004年度","","6",""
"34215","広島県 江田島市","2003100000","2003年度","","6",""
"34215","広島県 江田島市","2002100000","2002年度","","6",""
"34215","広島県 江田島市","2001100000","2001年度","","6",""
"34215","広島県 江田島市","2000100000","2000年度","","6",""
"34215","広島県 江田島市","1999100000","1999年度","","6",""
"34215","広島県 江田島市","1998100000","1998年度","","6",""
"34215","広島県 江田島市","1997100000","1997年度","","6",""
"34302","広島県 府中町","2019100000","2019年度","","2",""
"34302","広島県 府中町","2018100000","2018年度","","2",""
"34302","広島県 府中町","2017100000","2017年度","","2",""
"34302","広島県 府中町","2016100000","2016年度","","2",""
"34302","広島県 府中町","2015100000","2015年度","","2",""
"34302","広島県 府中町","2014100000","2014年度","","2",""
"34302","広島県 府中町","2013100000","2013年度","","2",""
"34302","広島県 府中町","2012100000","2012年度","","2",""
"34302","広島県 府中町","2011100000","2011年度","","2",""
"34302","広島県 府中町","2010100000","2010年度","","2",""
"34302","広島県 府中町","2009100000","2009年度","","2",""
"34302","広島県 府中町","2008100000","2008年度","","2",""
"34302","広島県 府中町","2007100000","2007年度","","2",""
"34302","広島県 府中町","2006100000","2006年度","","2",""
"34302","広島県 府中町","2005100000","2005年度","","2",""
"34302","広島県 府中町","2004100000","2004年度","","2",""
"34302","広島県 府中町","2003100000","2003年度","","2",""
"34302","広島県 府中町","2002100000","2002年度","","2",""
"34302","広島県 府中町","2001100000","2001年度","","2",""
"34302","広島県 府中町","2000100000","2000年度","","2",""
"34302","広島県 府中町","1999100000","1999年度","","2",""
"34302","広島県 府中町","1998100000","1998年度","","2",""
"34302","広島県 府中町","1997100000","1997年度","","2",""
"34304","広島県 海田町","2019100000","2019年度","","2",""
"34304","広島県 海田町","2018100000","2018年度","","2",""
"34304","広島県 海田町","2017100000","2017年度","","2",""
"34304","広島県 海田町","2016100000","2016年度","","2",""
"34304","広島県 海田町","2015100000","2015年度","","2",""
"34304","広島県 海田町","2014100000","2014年度","","2",""
"34304","広島県 海田町","2013100000","2013年度","","2",""
"34304","広島県 海田町","2012100000","2012年度","","2",""
"34304","広島県 海田町","2011100000","2011年度","","2",""
"34304","広島県 海田町","2010100000","2010年度","","2",""
"34304","広島県 海田町","2009100000","2009年度","","2",""
"34304","広島県 海田町","2008100000","2008年度","","2",""
"34304","広島県 海田町","2007100000","2007年度","","2",""
"34304","広島県 海田町","2006100000","2006年度","","2",""
"34304","広島県 海田町","2005100000","2005年度","","2",""
"34304","広島県 海田町","2004100000","2004年度","","2",""
"34304","広島県 海田町","2003100000","2003年度","","2",""
"34304","広島県 海田町","2002100000","2002年度","","2",""
"34304","広島県 海田町","2001100000","2001年度","","2",""
"34304","広島県 海田町","2000100000","2000年度","","2",""
"34304","広島県 海田町","1999100000","1999年度","","2",""
"34304","広島県 海田町","1998100000","1998年度","","2",""
"34304","広島県 海田町","1997100000","1997年度","","2",""
"34307","広島県 熊野町","2019100000","2019年度","","0",""
"34307","広島県 熊野町","2018100000","2018年度","","0",""
"34307","広島県 熊野町","2017100000","2017年度","","0",""
"34307","広島県 熊野町","2016100000","2016年度","","0",""
"34307","広島県 熊野町","2015100000","2015年度","","0",""
"34307","広島県 熊野町","2014100000","2014年度","","0",""
"34307","広島県 熊野町","2013100000","2013年度","","0",""
"34307","広島県 熊野町","2012100000","2012年度","","0",""
"34307","広島県 熊野町","2011100000","2011年度","","0",""
"34307","広島県 熊野町","2010100000","2010年度","","0",""
"34307","広島県 熊野町","2009100000","2009年度","","0",""
"34307","広島県 熊野町","2008100000","2008年度","","0",""
"34307","広島県 熊野町","2007100000","2007年度","","0",""
"34307","広島県 熊野町","2006100000","2006年度","","0",""
"34307","広島県 熊野町","2005100000","2005年度","","0",""
"34307","広島県 熊野町","2004100000","2004年度","","0",""
"34307","広島県 熊野町","2003100000","2003年度","","0",""
"34307","広島県 熊野町","2002100000","2002年度","","0",""
"34307","広島県 熊野町","2001100000","2001年度","","0",""
"34307","広島県 熊野町","2000100000","2000年度","","0",""
"34307","広島県 熊野町","1999100000","1999年度","","0",""
"34307","広島県 熊野町","1998100000","1998年度","","0",""
"34307","広島県 熊野町","1997100000","1997年度","","0",""
"34309","広島県 坂町","2019100000","2019年度","","1",""
"34309","広島県 坂町","2018100000","2018年度","","1",""
"34309","広島県 坂町","2017100000","2017年度","","1",""
"34309","広島県 坂町","2016100000","2016年度","","1",""
"34309","広島県 坂町","2015100000","2015年度","","1",""
"34309","広島県 坂町","2014100000","2014年度","","1",""
"34309","広島県 坂町","2013100000","2013年度","","1",""
"34309","広島県 坂町","2012100000","2012年度","","1",""
"34309","広島県 坂町","2011100000","2011年度","","1",""
"34309","広島県 坂町","2010100000","2010年度","","1",""
"34309","広島県 坂町","2009100000","2009年度","","1",""
"34309","広島県 坂町","2008100000","2008年度","","1",""
"34309","広島県 坂町","2007100000","2007年度","","1",""
"34309","広島県 坂町","2006100000","2006年度","","1",""
"34309","広島県 坂町","2005100000","2005年度","","1",""
"34309","広島県 坂町","2004100000","2004年度","","1",""
"34309","広島県 坂町","2003100000","2003年度","","1",""
"34309","広島県 坂町","2002100000","2002年度","","1",""
"34309","広島県 坂町","2001100000","2001年度","","1",""
"34309","広島県 坂町","2000100000","2000年度","","1",""
"34309","広島県 坂町","1999100000","1999年度","","1",""
"34309","広島県 坂町","1998100000","1998年度","","1",""
"34309","広島県 坂町","1997100000","1997年度","","1",""
"34368","広島県 安芸太田町","2019100000","2019年度","","1",""
"34368","広島県 安芸太田町","2018100000","2018年度","","1",""
"34368","広島県 安芸太田町","2017100000","2017年度","","1",""
"34368","広島県 安芸太田町","2016100000","2016年度","","1",""
"34368","広島県 安芸太田町","2015100000","2015年度","","1",""
"34368","広島県 安芸太田町","2014100000","2014年度","","1",""
"34368","広島県 安芸太田町","2013100000","2013年度","","1",""
"34368","広島県 安芸太田町","2012100000","2012年度","","1",""
"34368","広島県 安芸太田町","2011100000","2011年度","","1",""
"34368","広島県 安芸太田町","2010100000","2010年度","","1",""
"34368","広島県 安芸太田町","2009100000","2009年度","","1",""
"34368","広島県 安芸太田町","2008100000","2008年度","","1",""
"34368","広島県 安芸太田町","2007100000","2007年度","","2",""
"34368","広島県 安芸太田町","2006100000","2006年度","","2",""
"34368","広島県 安芸太田町","2005100000","2005年度","","2",""
"34368","広島県 安芸太田町","2004100000","2004年度","","2",""
"34368","広島県 安芸太田町","2003100000","2003年度","","2",""
"34368","広島県 安芸太田町","2002100000","2002年度","","2",""
"34368","広島県 安芸太田町","2001100000","2001年度","","2",""
"34368","広島県 安芸太田町","2000100000","2000年度","","2",""
"34368","広島県 安芸太田町","1999100000","1999年度","","2",""
"34368","広島県 安芸太田町","1998100000","1998年度","","2",""
"34368","広島県 安芸太田町","1997100000","1997年度","","2",""
"34369","広島県 北広島町","2019100000","2019年度","","4",""
"34369","広島県 北広島町","2018100000","2018年度","","5",""
"34369","広島県 北広島町","2017100000","2017年度","","5",""
"34369","広島県 北広島町","2016100000","2016年度","","5",""
"34369","広島県 北広島町","2015100000","2015年度","","5",""
"34369","広島県 北広島町","2014100000","2014年度","","5",""
"34369","広島県 北広島町","2013100000","2013年度","","5",""
"34369","広島県 北広島町","2012100000","2012年度","","5",""
"34369","広島県 北広島町","2011100000","2011年度","","5",""
"34369","広島県 北広島町","2010100000","2010年度","","5",""
"34369","広島県 北広島町","2009100000","2009年度","","5",""
"34369","広島県 北広島町","2008100000","2008年度","","5",""
"34369","広島県 北広島町","2007100000","2007年度","","5",""
"34369","広島県 北広島町","2006100000","2006年度","","5",""
"34369","広島県 北広島町","2005100000","2005年度","","5",""
"34369","広島県 北広島町","2004100000","2004年度","","5",""
"34369","広島県 北広島町","2003100000","2003年度","","5",""
"34369","広島県 北広島町","2002100000","2002年度","","5",""
"34369","広島県 北広島町","2001100000","2001年度","","5",""
"34369","広島県 北広島町","2000100000","2000年度","","5",""
"34369","広島県 北広島町","1999100000","1999年度","","5",""
"34369","広島県 北広島町","1998100000","1998年度","","5",""
"34369","広島県 北広島町","1997100000","1997年度","","5",""
"34431","広島県 大崎上島町","2019100000","2019年度","","0",""
"34431","広島県 大崎上島町","2018100000","2018年度","","0",""
"34431","広島県 大崎上島町","2017100000","2017年度","","0",""
"34431","広島県 大崎上島町","2016100000","2016年度","","0",""
"34431","広島県 大崎上島町","2015100000","2015年度","","0",""
"34431","広島県 大崎上島町","2014100000","2014年度","","0",""
"34431","広島県 大崎上島町","2013100000","2013年度","","0",""
"34431","広島県 大崎上島町","2012100000","2012年度","","0",""
"34431","広島県 大崎上島町","2011100000","2011年度","","0",""
"34431","広島県 大崎上島町","2010100000","2010年度","","0",""
"34431","広島県 大崎上島町","2009100000","2009年度","","0",""
"34431","広島県 大崎上島町","2008100000","2008年度","","0",""
"34431","広島県 大崎上島町","2007100000","2007年度","","0",""
"34431","広島県 大崎上島町","2006100000","2006年度","","0",""
"34431","広島県 大崎上島町","2005100000","2005年度","","0",""
"34431","広島県 大崎上島町","2004100000","2004年度","","0",""
"34431","広島県 大崎上島町","2003100000","2003年度","","0",""
"34431","広島県 大崎上島町","2002100000","2002年度","","0",""
"34431","広島県 大崎上島町","2001100000","2001年度","","0",""
"34431","広島県 大崎上島町","2000100000","2000年度","","0",""
"34431","広島県 大崎上島町","1999100000","1999年度","","0",""
"34431","広島県 大崎上島町","1998100000","1998年度","","0",""
"34431","広島県 大崎上島町","1997100000","1997年度","","0",""
"34462","広島県 世羅町","2019100000","2019年度","","1",""
"34462","広島県 世羅町","2018100000","2018年度","","1",""
"34462","広島県 世羅町","2017100000","2017年度","","1",""
"34462","広島県 世羅町","2016100000","2016年度","","1",""
"34462","広島県 世羅町","2015100000","2015年度","","1",""
"34462","広島県 世羅町","2014100000","2014年度","","1",""
"34462","広島県 世羅町","2013100000","2013年度","","1",""
"34462","広島県 世羅町","2012100000","2012年度","","1",""
"34462","広島県 世羅町","2011100000","2011年度","","1",""
"34462","広島県 世羅町","2010100000","2010年度","","1",""
"34462","広島県 世羅町","2009100000","2009年度","","1",""
"34462","広島県 世羅町","2008100000","2008年度","","1",""
"34462","広島県 世羅町","2007100000","2007年度","","1",""
"34462","広島県 世羅町","2006100000","2006年度","","1",""
"34462","広島県 世羅町","2005100000","2005年度","","1",""
"34462","広島県 世羅町","2004100000","2004年度","","1",""
"34462","広島県 世羅町","2003100000","2003年度","","1",""
"34462","広島県 世羅町","2002100000","2002年度","","1",""
"34462","広島県 世羅町","2001100000","2001年度","","1",""
"34462","広島県 世羅町","2000100000","2000年度","","1",""
"34462","広島県 世羅町","1999100000","1999年度","","1",""
"34462","広島県 世羅町","1998100000","1998年度","","1",""
"34462","広島県 世羅町","1997100000","1997年度","","1",""
"34545","広島県 神石高原町","2019100000","2019年度","","1",""
"34545","広島県 神石高原町","2018100000","2018年度","","1",""
"34545","広島県 神石高原町","2017100000","2017年度","","1",""
"34545","広島県 神石高原町","2016100000","2016年度","","1",""
"34545","広島県 神石高原町","2015100000","2015年度","","1",""
"34545","広島県 神石高原町","2014100000","2014年度","","1",""
"34545","広島県 神石高原町","2013100000","2013年度","","1",""
"34545","広島県 神石高原町","2012100000","2012年度","","1",""
"34545","広島県 神石高原町","2011100000","2011年度","","1",""
"34545","広島県 神石高原町","2010100000","2010年度","","1",""
"34545","広島県 神石高原町","2009100000","2009年度","","1",""
"34545","広島県 神石高原町","2008100000","2008年度","","1",""
"34545","広島県 神石高原町","2007100000","2007年度","","1",""
"34545","広島県 神石高原町","2006100000","2006年度","","1",""
"34545","広島県 神石高原町","2005100000","2005年度","","1",""
"34545","広島県 神石高原町","2004100000","2004年度","","1",""
"34545","広島県 神石高原町","2003100000","2003年度","","1",""
"34545","広島県 神石高原町","2002100000","2002年度","","1",""
"34545","広島県 神石高原町","2001100000","2001年度","","1",""
"34545","広島県 神石高原町","2000100000","2000年度","","1",""
"34545","広島県 神石高原町","1999100000","1999年度","","1",""
"34545","広島県 神石高原町","1998100000","1998年度","","1",""
"34545","広島県 神石高原町","1997100000","1997年度","","1",""
"35201","山口県 下関市","2019100000","2019年度","","26",""
"35201","山口県 下関市","2018100000","2018年度","","26",""
"35201","山口県 下関市","2017100000","2017年度","","26",""
"35201","山口県 下関市","2016100000","2016年度","","27",""
"35201","山口県 下関市","2015100000","2015年度","","27",""
"35201","山口県 下関市","2014100000","2014年度","","27",""
"35201","山口県 下関市","2013100000","2013年度","","28",""
"35201","山口県 下関市","2012100000","2012年度","","28",""
"35201","山口県 下関市","2011100000","2011年度","","28",""
"35201","山口県 下関市","2010100000","2010年度","","28",""
"35201","山口県 下関市","2009100000","2009年度","","29",""
"35201","山口県 下関市","2008100000","2008年度","","30",""
"35201","山口県 下関市","2007100000","2007年度","","30",""
"35201","山口県 下関市","2006100000","2006年度","","30",""
"35201","山口県 下関市","2005100000","2005年度","","31",""
"35201","山口県 下関市","2004100000","2004年度","","31",""
"35201","山口県 下関市","2003100000","2003年度","","32",""
"35201","山口県 下関市","2002100000","2002年度","","32",""
"35201","山口県 下関市","2001100000","2001年度","","32",""
"35201","山口県 下関市","2000100000","2000年度","","32",""
"35201","山口県 下関市","1999100000","1999年度","","32",""
"35201","山口県 下関市","1998100000","1998年度","","33",""
"35201","山口県 下関市","1997100000","1997年度","","33",""
"35202","山口県 宇部市","2019100000","2019年度","","19",""
"35202","山口県 宇部市","2018100000","2018年度","","19",""
"35202","山口県 宇部市","2017100000","2017年度","","19",""
"35202","山口県 宇部市","2016100000","2016年度","","20",""
"35202","山口県 宇部市","2015100000","2015年度","","20",""
"35202","山口県 宇部市","2014100000","2014年度","","20",""
"35202","山口県 宇部市","2013100000","2013年度","","20",""
"35202","山口県 宇部市","2012100000","2012年度","","20",""
"35202","山口県 宇部市","2011100000","2011年度","","20",""
"35202","山口県 宇部市","2010100000","2010年度","","20",""
"35202","山口県 宇部市","2009100000","2009年度","","20",""
"35202","山口県 宇部市","2008100000","2008年度","","20",""
"35202","山口県 宇部市","2007100000","2007年度","","20",""
"35202","山口県 宇部市","2006100000","2006年度","","20",""
"35202","山口県 宇部市","2005100000","2005年度","","20",""
"35202","山口県 宇部市","2004100000","2004年度","","20",""
"35202","山口県 宇部市","2003100000","2003年度","","20",""
"35202","山口県 宇部市","2002100000","2002年度","","20",""
"35202","山口県 宇部市","2001100000","2001年度","","20",""
"35202","山口県 宇部市","2000100000","2000年度","","20",""
"35202","山口県 宇部市","1999100000","1999年度","","20",""
"35202","山口県 宇部市","1998100000","1998年度","","20",""
"35202","山口県 宇部市","1997100000","1997年度","","20",""
"35203","山口県 山口市","2019100000","2019年度","","17",""
"35203","山口県 山口市","2018100000","2018年度","","17",""
"35203","山口県 山口市","2017100000","2017年度","","17",""
"35203","山口県 山口市","2016100000","2016年度","","17",""
"35203","山口県 山口市","2015100000","2015年度","","17",""
"35203","山口県 山口市","2014100000","2014年度","","17",""
"35203","山口県 山口市","2013100000","2013年度","","17",""
"35203","山口県 山口市","2012100000","2012年度","","17",""
"35203","山口県 山口市","2011100000","2011年度","","17",""
"35203","山口県 山口市","2010100000","2010年度","","17",""
"35203","山口県 山口市","2009100000","2009年度","","17",""
"35203","山口県 山口市","2008100000","2008年度","","17",""
"35203","山口県 山口市","2007100000","2007年度","","17",""
"35203","山口県 山口市","2006100000","2006年度","","17",""
"35203","山口県 山口市","2005100000","2005年度","","17",""
"35203","山口県 山口市","2004100000","2004年度","","17",""
"35203","山口県 山口市","2003100000","2003年度","","17",""
"35203","山口県 山口市","2002100000","2002年度","","17",""
"35203","山口県 山口市","2001100000","2001年度","","17",""
"35203","山口県 山口市","2000100000","2000年度","","17",""
"35203","山口県 山口市","1999100000","1999年度","","17",""
"35203","山口県 山口市","1998100000","1998年度","","17",""
"35203","山口県 山口市","1997100000","1997年度","","17",""
"35204","山口県 萩市","2019100000","2019年度","","7",""
"35204","山口県 萩市","2018100000","2018年度","","7",""
"35204","山口県 萩市","2017100000","2017年度","","7",""
"35204","山口県 萩市","2016100000","2016年度","","7",""
"35204","山口県 萩市","2015100000","2015年度","","7",""
"35204","山口県 萩市","2014100000","2014年度","","7",""
"35204","山口県 萩市","2013100000","2013年度","","7",""
"35204","山口県 萩市","2012100000","2012年度","","7",""
"35204","山口県 萩市","2011100000","2011年度","","7",""
"35204","山口県 萩市","2010100000","2010年度","","7",""
"35204","山口県 萩市","2009100000","2009年度","","7",""
"35204","山口県 萩市","2008100000","2008年度","","7",""
"35204","山口県 萩市","2007100000","2007年度","","7",""
"35204","山口県 萩市","2006100000","2006年度","","7",""
"35204","山口県 萩市","2005100000","2005年度","","7",""
"35204","山口県 萩市","2004100000","2004年度","","7",""
"35204","山口県 萩市","2003100000","2003年度","","7",""
"35204","山口県 萩市","2002100000","2002年度","","7",""
"35204","山口県 萩市","2001100000","2001年度","","7",""
"35204","山口県 萩市","2000100000","2000年度","","7",""
"35204","山口県 萩市","1999100000","1999年度","","7",""
"35204","山口県 萩市","1998100000","1998年度","","7",""
"35204","山口県 萩市","1997100000","1997年度","","7",""
"35206","山口県 防府市","2019100000","2019年度","","10",""
"35206","山口県 防府市","2018100000","2018年度","","10",""
"35206","山口県 防府市","2017100000","2017年度","","10",""
"35206","山口県 防府市","2016100000","2016年度","","10",""
"35206","山口県 防府市","2015100000","2015年度","","10",""
"35206","山口県 防府市","2014100000","2014年度","","10",""
"35206","山口県 防府市","2013100000","2013年度","","10",""
"35206","山口県 防府市","2012100000","2012年度","","10",""
"35206","山口県 防府市","2011100000","2011年度","","10",""
"35206","山口県 防府市","2010100000","2010年度","","10",""
"35206","山口県 防府市","2009100000","2009年度","","10",""
"35206","山口県 防府市","2008100000","2008年度","","10",""
"35206","山口県 防府市","2007100000","2007年度","","10",""
"35206","山口県 防府市","2006100000","2006年度","","10",""
"35206","山口県 防府市","2005100000","2005年度","","10",""
"35206","山口県 防府市","2004100000","2004年度","","10",""
"35206","山口県 防府市","2003100000","2003年度","","10",""
"35206","山口県 防府市","2002100000","2002年度","","10",""
"35206","山口県 防府市","2001100000","2001年度","","10",""
"35206","山口県 防府市","2000100000","2000年度","","10",""
"35206","山口県 防府市","1999100000","1999年度","","10",""
"35206","山口県 防府市","1998100000","1998年度","","11",""
"35206","山口県 防府市","1997100000","1997年度","","11",""
"35207","山口県 下松市","2019100000","2019年度","","3",""
"35207","山口県 下松市","2018100000","2018年度","","3",""
"35207","山口県 下松市","2017100000","2017年度","","3",""
"35207","山口県 下松市","2016100000","2016年度","","3",""
"35207","山口県 下松市","2015100000","2015年度","","3",""
"35207","山口県 下松市","2014100000","2014年度","","3",""
"35207","山口県 下松市","2013100000","2013年度","","3",""
"35207","山口県 下松市","2012100000","2012年度","","3",""
"35207","山口県 下松市","2011100000","2011年度","","3",""
"35207","山口県 下松市","2010100000","2010年度","","3",""
"35207","山口県 下松市","2009100000","2009年度","","3",""
"35207","山口県 下松市","2008100000","2008年度","","3",""
"35207","山口県 下松市","2007100000","2007年度","","3",""
"35207","山口県 下松市","2006100000","2006年度","","3",""
"35207","山口県 下松市","2005100000","2005年度","","3",""
"35207","山口県 下松市","2004100000","2004年度","","3",""
"35207","山口県 下松市","2003100000","2003年度","","3",""
"35207","山口県 下松市","2002100000","2002年度","","3",""
"35207","山口県 下松市","2001100000","2001年度","","3",""
"35207","山口県 下松市","2000100000","2000年度","","3",""
"35207","山口県 下松市","1999100000","1999年度","","3",""
"35207","山口県 下松市","1998100000","1998年度","","3",""
"35207","山口県 下松市","1997100000","1997年度","","3",""
"35208","山口県 岩国市","2019100000","2019年度","","17",""
"35208","山口県 岩国市","2018100000","2018年度","","17",""
"35208","山口県 岩国市","2017100000","2017年度","","17",""
"35208","山口県 岩国市","2016100000","2016年度","","17",""
"35208","山口県 岩国市","2015100000","2015年度","","17",""
"35208","山口県 岩国市","2014100000","2014年度","","17",""
"35208","山口県 岩国市","2013100000","2013年度","","17",""
"35208","山口県 岩国市","2012100000","2012年度","","17",""
"35208","山口県 岩国市","2011100000","2011年度","","17",""
"35208","山口県 岩国市","2010100000","2010年度","","17",""
"35208","山口県 岩国市","2009100000","2009年度","","17",""
"35208","山口県 岩国市","2008100000","2008年度","","17",""
"35208","山口県 岩国市","2007100000","2007年度","","17",""
"35208","山口県 岩国市","2006100000","2006年度","","17",""
"35208","山口県 岩国市","2005100000","2005年度","","17",""
"35208","山口県 岩国市","2004100000","2004年度","","17",""
"35208","山口県 岩国市","2003100000","2003年度","","17",""
"35208","山口県 岩国市","2002100000","2002年度","","17",""
"35208","山口県 岩国市","2001100000","2001年度","","17",""
"35208","山口県 岩国市","2000100000","2000年度","","17",""
"35208","山口県 岩国市","1999100000","1999年度","","18",""
"35208","山口県 岩国市","1998100000","1998年度","","18",""
"35208","山口県 岩国市","1997100000","1997年度","","18",""
"35210","山口県 光市","2019100000","2019年度","","6",""
"35210","山口県 光市","2018100000","2018年度","","6",""
"35210","山口県 光市","2017100000","2017年度","","6",""
"35210","山口県 光市","2016100000","2016年度","","6",""
"35210","山口県 光市","2015100000","2015年度","","6",""
"35210","山口県 光市","2014100000","2014年度","","6",""
"35210","山口県 光市","2013100000","2013年度","","6",""
"35210","山口県 光市","2012100000","2012年度","","6",""
"35210","山口県 光市","2011100000","2011年度","","6",""
"35210","山口県 光市","2010100000","2010年度","","6",""
"35210","山口県 光市","2009100000","2009年度","","6",""
"35210","山口県 光市","2008100000","2008年度","","5",""
"35210","山口県 光市","2007100000","2007年度","","5",""
"35210","山口県 光市","2006100000","2006年度","","5",""
"35210","山口県 光市","2005100000","2005年度","","5",""
"35210","山口県 光市","2004100000","2004年度","","5",""
"35210","山口県 光市","2003100000","2003年度","","5",""
"35210","山口県 光市","2002100000","2002年度","","5",""
"35210","山口県 光市","2001100000","2001年度","","5",""
"35210","山口県 光市","2000100000","2000年度","","5",""
"35210","山口県 光市","1999100000","1999年度","","5",""
"35210","山口県 光市","1998100000","1998年度","","5",""
"35210","山口県 光市","1997100000","1997年度","","5",""
"35211","山口県 長門市","2019100000","2019年度","","6",""
"35211","山口県 長門市","2018100000","2018年度","","6",""
"35211","山口県 長門市","2017100000","2017年度","","6",""
"35211","山口県 長門市","2016100000","2016年度","","6",""
"35211","山口県 長門市","2015100000","2015年度","","6",""
"35211","山口県 長門市","2014100000","2014年度","","6",""
"35211","山口県 長門市","2013100000","2013年度","","6",""
"35211","山口県 長門市","2012100000","2012年度","","6",""
"35211","山口県 長門市","2011100000","2011年度","","6",""
"35211","山口県 長門市","2010100000","2010年度","","6",""
