"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2022年06月21日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","/項目 コード","#A03504","","#A03506",""
"地域 コード","地域","調査年 コード","調査年","/項目","#A03504_15歳未満人口割合【％】","注釈","#A03506_65歳以上人口割合【％】","注釈"
"33211","岡山県 備前市","2000100000","2000年度","","14.344","","23.240",""
"33211","岡山県 備前市","1995100000","1995年度","","15.584","","19.672",""
"33211","岡山県 備前市","1990100000","1990年度","","17.498","","16.322",""
"33211","岡山県 備前市","1985100000","1985年度","","20.145","","14.244",""
"33211","岡山県 備前市","1980100000","1980年度","","22.107","","12.337",""
"33212","岡山県 瀬戸内市","2015100000","2015年度","","11.765","","32.863",""
"33212","岡山県 瀬戸内市","2010100000","2010年度","","12.591","","28.601",""
"33212","岡山県 瀬戸内市","2005100000","2005年度","","13.810","","25.631",""
"33212","岡山県 瀬戸内市","2000100000","2000年度","","14.491","","23.909",""
"33212","岡山県 瀬戸内市","1995100000","1995年度","","15.188","","21.760",""
"33212","岡山県 瀬戸内市","1990100000","1990年度","","16.813","","19.318",""
"33212","岡山県 瀬戸内市","1985100000","1985年度","","19.355","","16.922",""
"33212","岡山県 瀬戸内市","1980100000","1980年度","","20.238","","15.889",""
"33213","岡山県 赤磐市","2015100000","2015年度","","13.681","","31.288",""
"33213","岡山県 赤磐市","2010100000","2010年度","","14.016","","26.437",""
"33213","岡山県 赤磐市","2005100000","2005年度","","14.536","","23.282",""
"33213","岡山県 赤磐市","2000100000","2000年度","","15.730","","20.594",""
"33213","岡山県 赤磐市","1995100000","1995年度","","17.403","","18.242",""
"33213","岡山県 赤磐市","1990100000","1990年度","","20.402","","15.630",""
"33213","岡山県 赤磐市","1985100000","1985年度","","24.129","","13.671",""
"33213","岡山県 赤磐市","1980100000","1980年度","","24.393","","12.717",""
"33214","岡山県 真庭市","2015100000","2015年度","","11.966","","36.640",""
"33214","岡山県 真庭市","2010100000","2010年度","","12.558","","33.551",""
"33214","岡山県 真庭市","2005100000","2005年度","","12.879","","31.888",""
"33214","岡山県 真庭市","2000100000","2000年度","","14.099","","29.492",""
"33214","岡山県 真庭市","1995100000","1995年度","","16.042","","25.674",""
"33214","岡山県 真庭市","1990100000","1990年度","","18.147","","20.926",""
"33214","岡山県 真庭市","1985100000","1985年度","","19.686","","18.137",""
"33214","岡山県 真庭市","1980100000","1980年度","","19.684","","16.504",""
"33215","岡山県 美作市","2015100000","2015年度","","10.870","","38.864",""
"33215","岡山県 美作市","2010100000","2010年度","","11.522","","35.170",""
"33215","岡山県 美作市","2005100000","2005年度","","12.011","","33.662",""
"33215","岡山県 美作市","2000100000","2000年度","","13.495","","31.142",""
"33215","岡山県 美作市","1995100000","1995年度","","15.185","","27.784",""
"33215","岡山県 美作市","1990100000","1990年度","","16.883","","23.431",""
"33215","岡山県 美作市","1985100000","1985年度","","18.338","","20.256",""
"33215","岡山県 美作市","1980100000","1980年度","","18.452","","18.709",""
"33216","岡山県 浅口市","2015100000","2015年度","","11.436","","34.801",""
"33216","岡山県 浅口市","2010100000","2010年度","","12.101","","30.132",""
"33216","岡山県 浅口市","2005100000","2005年度","","12.591","","26.129",""
"33216","岡山県 浅口市","2000100000","2000年度","","13.145","","23.266",""
"33216","岡山県 浅口市","1995100000","1995年度","","14.520","","20.166",""
"33216","岡山県 浅口市","1990100000","1990年度","","16.689","","16.983",""
"33216","岡山県 浅口市","1985100000","1985年度","","20.613","","15.223",""
"33216","岡山県 浅口市","1980100000","1980年度","","22.510","","13.859",""
"33346","岡山県 和気町","2015100000","2015年度","","10.387","","38.648",""
"33346","岡山県 和気町","2010100000","2010年度","","11.190","","33.108",""
"33346","岡山県 和気町","2005100000","2005年度","","11.990","","29.796",""
"33346","岡山県 和気町","2000100000","2000年度","","12.792","","26.120",""
"33346","岡山県 和気町","1995100000","1995年度","","14.129","","23.504",""
"33346","岡山県 和気町","1990100000","1990年度","","16.434","","20.302",""
"33346","岡山県 和気町","1985100000","1985年度","","19.998","","17.985",""
"33346","岡山県 和気町","1980100000","1980年度","","20.736","","16.094",""
"33423","岡山県 早島町","2015100000","2015年度","","15.509","","27.522",""
"33423","岡山県 早島町","2010100000","2010年度","","16.235","","22.949",""
"33423","岡山県 早島町","2005100000","2005年度","","14.764","","20.275",""
"33423","岡山県 早島町","2000100000","2000年度","","14.545","","17.919",""
"33423","岡山県 早島町","1995100000","1995年度","","15.525","","15.620",""
"33423","岡山県 早島町","1990100000","1990年度","","18.979","","13.400",""
"33423","岡山県 早島町","1985100000","1985年度","","23.566","","11.602",""
"33423","岡山県 早島町","1980100000","1980年度","","24.464","","11.585",""
"33445","岡山県 里庄町","2015100000","2015年度","","13.862","","29.792",""
"33445","岡山県 里庄町","2010100000","2010年度","","13.906","","26.612",""
"33445","岡山県 里庄町","2005100000","2005年度","","14.257","","23.275",""
"33445","岡山県 里庄町","2000100000","2000年度","","15.006","","20.914",""
"33445","岡山県 里庄町","1995100000","1995年度","","16.290","","17.207",""
"33445","岡山県 里庄町","1990100000","1990年度","","18.094","","14.203",""
"33445","岡山県 里庄町","1985100000","1985年度","","21.434","","13.373",""
"33445","岡山県 里庄町","1980100000","1980年度","","23.047","","13.178",""
"33461","岡山県 矢掛町","2015100000","2015年度","","10.788","","36.955",""
"33461","岡山県 矢掛町","2010100000","2010年度","","11.529","","33.428",""
"33461","岡山県 矢掛町","2005100000","2005年度","","12.168","","30.974",""
"33461","岡山県 矢掛町","2000100000","2000年度","","13.148","","28.934",""
"33461","岡山県 矢掛町","1995100000","1995年度","","14.194","","25.103",""
"33461","岡山県 矢掛町","1990100000","1990年度","","16.197","","21.542",""
"33461","岡山県 矢掛町","1985100000","1985年度","","19.123","","18.932",""
"33461","岡山県 矢掛町","1980100000","1980年度","","20.277","","16.957",""
"33586","岡山県 新庄村","2015100000","2015年度","","11.201","","41.801",""
"33586","岡山県 新庄村","2010100000","2010年度","","12.017","","39.707",""
"33586","岡山県 新庄村","2005100000","2005年度","","12.954","","38.175",""
"33586","岡山県 新庄村","2000100000","2000年度","","13.416","","37.203",""
"33586","岡山県 新庄村","1995100000","1995年度","","14.078","","32.607",""
"33586","岡山県 新庄村","1990100000","1990年度","","15.107","","28.240",""
"33586","岡山県 新庄村","1985100000","1985年度","","15.802","","21.934",""
"33586","岡山県 新庄村","1980100000","1980年度","","15.623","","17.981",""
"33606","岡山県 鏡野町","2015100000","2015年度","","12.158","","36.577",""
"33606","岡山県 鏡野町","2010100000","2010年度","","11.944","","34.485",""
"33606","岡山県 鏡野町","2005100000","2005年度","","12.177","","33.274",""
"33606","岡山県 鏡野町","2000100000","2000年度","","13.551","","30.893",""
"33606","岡山県 鏡野町","1995100000","1995年度","","15.530","","27.691",""
"33606","岡山県 鏡野町","1990100000","1990年度","","17.788","","22.558",""
"33606","岡山県 鏡野町","1985100000","1985年度","","19.201","","19.391",""
"33606","岡山県 鏡野町","1980100000","1980年度","","18.522","","17.493",""
"33622","岡山県 勝央町","2015100000","2015年度","","13.798","","29.636",""
"33622","岡山県 勝央町","2010100000","2010年度","","13.524","","27.879",""
"33622","岡山県 勝央町","2005100000","2005年度","","13.691","","26.849",""
"33622","岡山県 勝央町","2000100000","2000年度","","15.716","","24.702",""
"33622","岡山県 勝央町","1995100000","1995年度","","17.936","","22.101",""
"33622","岡山県 勝央町","1990100000","1990年度","","19.698","","18.814",""
"33622","岡山県 勝央町","1985100000","1985年度","","20.682","","16.270",""
"33622","岡山県 勝央町","1980100000","1980年度","","19.958","","15.633",""
"33623","岡山県 奈義町","2015100000","2015年度","","12.479","","33.136",""
"33623","岡山県 奈義町","2010100000","2010年度","","12.835","","29.975",""
"33623","岡山県 奈義町","2005100000","2005年度","","14.085","","27.320",""
"33623","岡山県 奈義町","2000100000","2000年度","","15.097","","25.740",""
"33623","岡山県 奈義町","1995100000","1995年度","","16.874","","21.992",""
"33623","岡山県 奈義町","1990100000","1990年度","","18.583","","17.236",""
"33623","岡山県 奈義町","1985100000","1985年度","","19.608","","14.611",""
"33623","岡山県 奈義町","1980100000","1980年度","","19.954","","13.392",""
"33643","岡山県 西粟倉村","2015100000","2015年度","","12.976","","34.307",""
"33643","岡山県 西粟倉村","2010100000","2010年度","","10.724","","31.842",""
"33643","岡山県 西粟倉村","2005100000","2005年度","","10.926","","34.026",""
"33643","岡山県 西粟倉村","2000100000","2000年度","","14.145","","32.769",""
"33643","岡山県 西粟倉村","1995100000","1995年度","","17.560","","27.497",""
"33643","岡山県 西粟倉村","1990100000","1990年度","","18.515","","23.724",""
"33643","岡山県 西粟倉村","1985100000","1985年度","","17.946","","20.176",""
"33643","岡山県 西粟倉村","1980100000","1980年度","","16.589","","18.461",""
"33663","岡山県 久米南町","2015100000","2015年度","","9.843","","42.307",""
"33663","岡山県 久米南町","2010100000","2010年度","","10.631","","38.199",""
"33663","岡山県 久米南町","2005100000","2005年度","","11.142","","36.415",""
"33663","岡山県 久米南町","2000100000","2000年度","","11.611","","33.083",""
"33663","岡山県 久米南町","1995100000","1995年度","","12.799","","29.939",""
"33663","岡山県 久米南町","1990100000","1990年度","","14.474","","24.451",""
"33663","岡山県 久米南町","1985100000","1985年度","","16.945","","20.785",""
"33663","岡山県 久米南町","1980100000","1980年度","","18.038","","18.272",""
"33666","岡山県 美咲町","2015100000","2015年度","","11.190","","38.747",""
"33666","岡山県 美咲町","2010100000","2010年度","","11.290","","35.302",""
"33666","岡山県 美咲町","2005100000","2005年度","","11.673","","34.035",""
"33666","岡山県 美咲町","2000100000","2000年度","","12.778","","31.494",""
"33666","岡山県 美咲町","1995100000","1995年度","","14.758","","27.775",""
"33666","岡山県 美咲町","1990100000","1990年度","","16.261","","23.487",""
"33666","岡山県 美咲町","1985100000","1985年度","","17.803","","20.481",""
"33666","岡山県 美咲町","1980100000","1980年度","","17.290","","18.908",""
"33681","岡山県 吉備中央町","2015100000","2015年度","","9.540","","39.063",""
"33681","岡山県 吉備中央町","2010100000","2010年度","","10.105","","36.707",""
"33681","岡山県 吉備中央町","2005100000","2005年度","","10.997","","35.527",""
"33681","岡山県 吉備中央町","2000100000","2000年度","","12.880","","33.622",""
"33681","岡山県 吉備中央町","1995100000","1995年度","","14.290","","29.522",""
"33681","岡山県 吉備中央町","1990100000","1990年度","","15.942","","26.213",""
"33681","岡山県 吉備中央町","1985100000","1985年度","","16.797","","22.675",""
"33681","岡山県 吉備中央町","1980100000","1980年度","","16.751","","20.142",""
"34100","広島県 広島市","2015100000","2015年度","","13.938","","23.392",""
"34100","広島県 広島市","2010100000","2010年度","","14.294","","19.691",""
"34100","広島県 広島市","2005100000","2005年度","","14.651","","16.857",""
"34100","広島県 広島市","2000100000","2000年度","","15.346","","14.304",""
"34100","広島県 広島市","1995100000","1995年度","","16.594","","11.965",""
"34100","広島県 広島市","1990100000","1990年度","","18.957","","9.889",""
"34100","広島県 広島市","1985100000","1985年度","","22.628","","8.468",""
"34100","広島県 広島市","1980100000","1980年度","","24.509","","7.406",""
"34101","広島県 広島市 中区","2015100000","2015年度","","10.523","","22.820",""
"34101","広島県 広島市 中区","2010100000","2010年度","","9.769","","20.333",""
"34101","広島県 広島市 中区","2005100000","2005年度","","10.325","","18.980",""
"34101","広島県 広島市 中区","2000100000","2000年度","","11.218","","17.137",""
"34101","広島県 広島市 中区","1995100000","1995年度","","12.856","","14.340",""
"34101","広島県 広島市 中区","1990100000","1990年度","","14.843","","11.927",""
"34101","広島県 広島市 中区","1985100000","1985年度","","17.529","","10.396",""
"34101","広島県 広島市 中区","1980100000","1980年度","","18.985","","8.766",""
"34102","広島県 広島市 東区","2015100000","2015年度","","13.806","","24.815",""
"34102","広島県 広島市 東区","2010100000","2010年度","","14.548","","20.821",""
"34102","広島県 広島市 東区","2005100000","2005年度","","15.256","","17.679",""
"34102","広島県 広島市 東区","2000100000","2000年度","","16.435","","14.477",""
"34102","広島県 広島市 東区","1995100000","1995年度","","17.803","","11.799",""
"34102","広島県 広島市 東区","1990100000","1990年度","","19.769","","9.553",""
"34102","広島県 広島市 東区","1985100000","1985年度","","23.475","","7.782",""
"34102","広島県 広島市 東区","1980100000","1980年度","","25.463","","6.584",""
"34103","広島県 広島市 南区","2015100000","2015年度","","12.820","","22.984",""
"34103","広島県 広島市 南区","2010100000","2010年度","","12.892","","20.269",""
"34103","広島県 広島市 南区","2005100000","2005年度","","13.353","","18.246",""
"34103","広島県 広島市 南区","2000100000","2000年度","","13.909","","16.172",""
"34103","広島県 広島市 南区","1995100000","1995年度","","14.525","","13.823",""
"34103","広島県 広島市 南区","1990100000","1990年度","","15.852","","11.083",""
"34103","広島県 広島市 南区","1985100000","1985年度","","18.726","","9.362",""
"34103","広島県 広島市 南区","1980100000","1980年度","","20.578","","8.080",""
"34104","広島県 広島市 西区","2015100000","2015年度","","13.746","","21.176",""
"34104","広島県 広島市 西区","2010100000","2010年度","","14.197","","18.006",""
"34104","広島県 広島市 西区","2005100000","2005年度","","14.562","","15.915",""
"34104","広島県 広島市 西区","2000100000","2000年度","","14.930","","13.955",""
"34104","広島県 広島市 西区","1995100000","1995年度","","16.350","","11.460",""
"34104","広島県 広島市 西区","1990100000","1990年度","","18.966","","9.468",""
"34104","広島県 広島市 西区","1985100000","1985年度","","22.188","","8.240",""
"34104","広島県 広島市 西区","1980100000","1980年度","","23.579","","7.377",""
"34105","広島県 広島市 安佐南区","2015100000","2015年度","","17.186","","19.773",""
"34105","広島県 広島市 安佐南区","2010100000","2010年度","","17.623","","16.693",""
"34105","広島県 広島市 安佐南区","2005100000","2005年度","","17.243","","14.008",""
"34105","広島県 広島市 安佐南区","2000100000","2000年度","","16.649","","11.756",""
"34105","広島県 広島市 安佐南区","1995100000","1995年度","","17.005","","10.239",""
"34105","広島県 広島市 安佐南区","1990100000","1990年度","","20.161","","8.473",""
"34105","広島県 広島市 安佐南区","1985100000","1985年度","","25.466","","6.927",""
"34105","広島県 広島市 安佐南区","1980100000","1980年度","","28.488","","5.882",""
"34106","広島県 広島市 安佐北区","2015100000","2015年度","","12.421","","30.339",""
"34106","広島県 広島市 安佐北区","2010100000","2010年度","","13.563","","23.766",""
"34106","広島県 広島市 安佐北区","2005100000","2005年度","","14.441","","18.717",""
"34106","広島県 広島市 安佐北区","2000100000","2000年度","","16.153","","14.890",""
"34106","広島県 広島市 安佐北区","1995100000","1995年度","","17.919","","12.352",""
"34106","広島県 広島市 安佐北区","1990100000","1990年度","","21.004","","10.090",""
"34106","広島県 広島市 安佐北区","1985100000","1985年度","","26.001","","8.703",""
"34106","広島県 広島市 安佐北区","1980100000","1980年度","","28.383","","8.042",""
"34107","広島県 広島市 安芸区","2015100000","2015年度","","14.682","","24.536",""
"34107","広島県 広島市 安芸区","2010100000","2010年度","","15.346","","20.438",""
"34107","広島県 広島市 安芸区","2005100000","2005年度","","15.723","","17.053",""
"34107","広島県 広島市 安芸区","2000100000","2000年度","","15.877","","14.001",""
"34107","広島県 広島市 安芸区","1995100000","1995年度","","16.486","","11.399",""
"34107","広島県 広島市 安芸区","1990100000","1990年度","","18.458","","9.880",""
"34107","広島県 広島市 安芸区","1985100000","1985年度","","22.805","","8.491",""
"34107","広島県 広島市 安芸区","1980100000","1980年度","","25.665","","7.375",""
"34108","広島県 広島市 佐伯区","2015100000","2015年度","","14.319","","24.623",""
"34108","広島県 広島市 佐伯区","2010100000","2010年度","","14.444","","20.042",""
"34108","広島県 広島市 佐伯区","2005100000","2005年度","","15.072","","16.393",""
"34108","広島県 広島市 佐伯区","2000100000","2000年度","","16.953","","13.466",""
"34108","広島県 広島市 佐伯区","1995100000","1995年度","","19.496","","10.853",""
"34108","広島県 広島市 佐伯区","1990100000","1990年度","","22.397","","8.994",""
"34108","広島県 広島市 佐伯区","1985100000","1985年度","","25.452","","8.069",""
"34108","広島県 広島市 佐伯区","1980100000","1980年度","","-","","-",""
"34202","広島県 呉市","2015100000","2015年度","","11.334","","33.342",""
"34202","広島県 呉市","2010100000","2010年度","","11.947","","29.257",""
"34202","広島県 呉市","2005100000","2005年度","","12.515","","25.553",""
"34202","広島県 呉市","2000100000","2000年度","","13.141","","22.837",""
"34202","広島県 呉市","1995100000","1995年度","","13.947","","19.469",""
"34202","広島県 呉市","1990100000","1990年度","","15.912","","16.360",""
"34202","広島県 呉市","1985100000","1985年度","","19.597","","13.776",""
"34202","広島県 呉市","1980100000","1980年度","","22.180","","11.887",""
"34203","広島県 竹原市","2015100000","2015年度","","10.126","","38.087",""
"34203","広島県 竹原市","2010100000","2010年度","","11.413","","32.831",""
"34203","広島県 竹原市","2005100000","2005年度","","12.336","","28.940",""
"34203","広島県 竹原市","2000100000","2000年度","","13.681","","24.951",""
"34203","広島県 竹原市","1995100000","1995年度","","15.016","","21.312",""
"34203","広島県 竹原市","1990100000","1990年度","","17.446","","17.748",""
"34203","広島県 竹原市","1985100000","1985年度","","20.925","","14.648",""
"34203","広島県 竹原市","1980100000","1980年度","","23.266","","12.850",""
"34204","広島県 三原市","2015100000","2015年度","","12.169","","32.552",""
"34204","広島県 三原市","2010100000","2010年度","","12.514","","28.365",""
"34204","広島県 三原市","2005100000","2005年度","","13.047","","25.638",""
"34204","広島県 三原市","2000100000","2000年度","","14.087","","23.436",""
"34204","広島県 三原市","1995100000","1995年度","","15.788","","20.168",""
"34204","広島県 三原市","1990100000","1990年度","","18.263","","16.386",""
"34204","広島県 三原市","1985100000","1985年度","","21.173","","13.652",""
"34204","広島県 三原市","1980100000","1980年度","","22.586","","11.850",""
"34205","広島県 尾道市","2015100000","2015年度","","11.502","","34.009",""
"34205","広島県 尾道市","2010100000","2010年度","","11.902","","30.278",""
"34205","広島県 尾道市","2005100000","2005年度","","12.382","","27.488",""
"34205","広島県 尾道市","2000100000","2000年度","","13.352","","24.928",""
"34205","広島県 尾道市","1995100000","1995年度","","14.893","","21.483",""
"34205","広島県 尾道市","1990100000","1990年度","","17.171","","17.887",""
"34205","広島県 尾道市","1985100000","1985年度","","20.544","","14.446",""
"34205","広島県 尾道市","1980100000","1980年度","","22.353","","12.531",""
"34207","広島県 福山市","2015100000","2015年度","","13.876","","26.557",""
"34207","広島県 福山市","2010100000","2010年度","","14.032","","22.945",""
"34207","広島県 福山市","2005100000","2005年度","","14.665","","19.916",""
"34207","広島県 福山市","2000100000","2000年度","","15.512","","17.053",""
"34207","広島県 福山市","1995100000","1995年度","","16.968","","14.374",""
"34207","広島県 福山市","1990100000","1990年度","","19.717","","12.013",""
"34207","広島県 福山市","1985100000","1985年度","","23.548","","10.160",""
"34207","広島県 福山市","1980100000","1980年度","","25.607","","9.026",""
"34208","広島県 府中市","2015100000","2015年度","","11.358","","35.207",""
"34208","広島県 府中市","2010100000","2010年度","","11.956","","30.961",""
"34208","広島県 府中市","2005100000","2005年度","","12.893","","27.332",""
"34208","広島県 府中市","2000100000","2000年度","","13.978","","23.911",""
"34208","広島県 府中市","1995100000","1995年度","","15.639","","19.871",""
"34208","広島県 府中市","1990100000","1990年度","","18.037","","16.202",""
"34208","広島県 府中市","1985100000","1985年度","","21.229","","13.473",""
"34208","広島県 府中市","1980100000","1980年度","","23.135","","11.603",""
"34209","広島県 三次市","2015100000","2015年度","","12.454","","34.794",""
"34209","広島県 三次市","2010100000","2010年度","","12.967","","31.427",""
"34209","広島県 三次市","2005100000","2005年度","","13.653","","29.931",""
"34209","広島県 三次市","2000100000","2000年度","","14.821","","28.262",""
"34209","広島県 三次市","1995100000","1995年度","","16.384","","25.419",""
"34209","広島県 三次市","1990100000","1990年度","","17.735","","21.652",""
"34209","広島県 三次市","1985100000","1985年度","","19.373","","18.874",""
"34209","広島県 三次市","1980100000","1980年度","","19.771","","17.072",""
"34210","広島県 庄原市","2015100000","2015年度","","10.711","","40.559",""
"34210","広島県 庄原市","2010100000","2010年度","","10.782","","37.655",""
"34210","広島県 庄原市","2005100000","2005年度","","11.286","","36.154",""
"34210","広島県 庄原市","2000100000","2000年度","","12.628","","33.342",""
"34210","広島県 庄原市","1995100000","1995年度","","14.603","","28.750",""
"34210","広島県 庄原市","1990100000","1990年度","","16.291","","24.360",""
"34210","広島県 庄原市","1985100000","1985年度","","17.794","","20.714",""
"34210","広島県 庄原市","1980100000","1980年度","","18.118","","18.499",""
"34211","広島県 大竹市","2015100000","2015年度","","11.233","","33.235",""
"34211","広島県 大竹市","2010100000","2010年度","","11.160","","29.050",""
"34211","広島県 大竹市","2005100000","2005年度","","12.669","","25.100",""
"34211","広島県 大竹市","2000100000","2000年度","","14.147","","21.754",""
"34211","広島県 大竹市","1995100000","1995年度","","15.559","","17.537",""
"34211","広島県 大竹市","1990100000","1990年度","","17.285","","14.400",""
"34211","広島県 大竹市","1985100000","1985年度","","20.921","","11.743",""
"34211","広島県 大竹市","1980100000","1980年度","","23.507","","9.735",""
"34212","広島県 東広島市","2015100000","2015年度","","14.266","","21.880",""
"34212","広島県 東広島市","2010100000","2010年度","","14.428","","18.657",""
"34212","広島県 東広島市","2005100000","2005年度","","14.955","","16.394",""
"34212","広島県 東広島市","2000100000","2000年度","","16.209","","15.169",""
"34212","広島県 東広島市","1995100000","1995年度","","17.400","","13.886",""
"34212","広島県 東広島市","1990100000","1990年度","","19.255","","13.484",""
"34212","広島県 東広島市","1985100000","1985年度","","22.591","","12.473",""
"34212","広島県 東広島市","1980100000","1980年度","","24.312","","11.725",""
"34213","広島県 廿日市市","2015100000","2015年度","","13.115","","27.737",""
"34213","広島県 廿日市市","2010100000","2010年度","","13.177","","23.335",""
"34213","広島県 廿日市市","2005100000","2005年度","","14.418","","19.874",""
"34213","広島県 廿日市市","2000100000","2000年度","","15.924","","17.369",""
"34213","広島県 廿日市市","1995100000","1995年度","","18.529","","14.675",""
"34213","広島県 廿日市市","1990100000","1990年度","","20.610","","12.391",""
"34213","広島県 廿日市市","1985100000","1985年度","","23.198","","10.917",""
"34213","広島県 廿日市市","1980100000","1980年度","","23.602","","10.192",""
"34214","広島県 安芸高田市","2015100000","2015年度","","10.940","","38.660",""
"34214","広島県 安芸高田市","2010100000","2010年度","","11.217","","35.151",""
"34214","広島県 安芸高田市","2005100000","2005年度","","12.186","","32.454",""
"34214","広島県 安芸高田市","2000100000","2000年度","","13.058","","30.765",""
"34214","広島県 安芸高田市","1995100000","1995年度","","14.564","","27.484",""
"34214","広島県 安芸高田市","1990100000","1990年度","","16.273","","23.267",""
"34214","広島県 安芸高田市","1985100000","1985年度","","18.655","","20.122",""
"34214","広島県 安芸高田市","1980100000","1980年度","","19.176","","17.775",""
"34215","広島県 江田島市","2015100000","2015年度","","8.464","","40.963",""
"34215","広島県 江田島市","2010100000","2010年度","","9.104","","35.789",""
"34215","広島県 江田島市","2005100000","2005年度","","9.646","","31.745",""
"34215","広島県 江田島市","2000100000","2000年度","","11.045","","28.818",""
"34215","広島県 江田島市","1995100000","1995年度","","12.904","","24.697",""
"34215","広島県 江田島市","1990100000","1990年度","","15.291","","20.855",""
"34215","広島県 江田島市","1985100000","1985年度","","18.107","","17.578",""
"34215","広島県 江田島市","1980100000","1980年度","","20.374","","15.619",""
"34302","広島県 府中町","2015100000","2015年度","","14.696","","22.986",""
"34302","広島県 府中町","2010100000","2010年度","","15.144","","19.934",""
"34302","広島県 府中町","2005100000","2005年度","","15.736","","16.577",""
"34302","広島県 府中町","2000100000","2000年度","","17.060","","13.702",""
"34302","広島県 府中町","1995100000","1995年度","","17.930","","11.035",""
"34302","広島県 府中町","1990100000","1990年度","","20.160","","8.602",""
"34302","広島県 府中町","1985100000","1985年度","","23.689","","7.089",""
"34302","広島県 府中町","1980100000","1980年度","","26.016","","6.023",""
"34304","広島県 海田町","2015100000","2015年度","","14.508","","22.751",""
"34304","広島県 海田町","2010100000","2010年度","","15.199","","19.301",""
"34304","広島県 海田町","2005100000","2005年度","","15.678","","15.746",""
"34304","広島県 海田町","2000100000","2000年度","","17.086","","12.403",""
"34304","広島県 海田町","1995100000","1995年度","","18.012","","9.944",""
"34304","広島県 海田町","1990100000","1990年度","","20.492","","8.067",""
"34304","広島県 海田町","1985100000","1985年度","","24.441","","6.643",""
"34304","広島県 海田町","1980100000","1980年度","","27.240","","5.719",""
"34307","広島県 熊野町","2015100000","2015年度","","13.260","","33.147",""
"34307","広島県 熊野町","2010100000","2010年度","","14.050","","26.634",""
"34307","広島県 熊野町","2005100000","2005年度","","14.668","","20.081",""
"34307","広島県 熊野町","2000100000","2000年度","","14.477","","15.454",""
"34307","広島県 熊野町","1995100000","1995年度","","15.213","","12.912",""
"34307","広島県 熊野町","1990100000","1990年度","","18.945","","10.723",""
"34307","広島県 熊野町","1985100000","1985年度","","25.049","","9.003",""
"34307","広島県 熊野町","1980100000","1980年度","","30.435","","7.558",""
"34309","広島県 坂町","2015100000","2015年度","","14.756","","29.144",""
"34309","広島県 坂町","2010100000","2010年度","","14.998","","25.222",""
"34309","広島県 坂町","2005100000","2005年度","","13.283","","24.792",""
"34309","広島県 坂町","2000100000","2000年度","","13.335","","23.420",""
"34309","広島県 坂町","1995100000","1995年度","","13.850","","20.259",""
"34309","広島県 坂町","1990100000","1990年度","","16.281","","16.510",""
"34309","広島県 坂町","1985100000","1985年度","","18.621","","14.562",""
"34309","広島県 坂町","1980100000","1980年度","","21.139","","12.112",""
"34368","広島県 安芸太田町","2015100000","2015年度","","8.174","","49.119",""
"34368","広島県 安芸太田町","2010100000","2010年度","","8.890","","45.320",""
"34368","広島県 安芸太田町","2005100000","2005年度","","10.257","","42.632",""
"34368","広島県 安芸太田町","2000100000","2000年度","","11.502","","39.309",""
"34368","広島県 安芸太田町","1995100000","1995年度","","13.230","","33.090",""
"34368","広島県 安芸太田町","1990100000","1990年度","","14.799","","28.109",""
"34368","広島県 安芸太田町","1985100000","1985年度","","16.417","","23.641",""
"34368","広島県 安芸太田町","1980100000","1980年度","","16.654","","21.034",""
"34369","広島県 北広島町","2015100000","2015年度","","11.270","","37.287",""
"34369","広島県 北広島町","2010100000","2010年度","","11.984","","34.959",""
"34369","広島県 北広島町","2005100000","2005年度","","12.725","","33.159",""
"34369","広島県 北広島町","2000100000","2000年度","","13.525","","31.835",""
"34369","広島県 北広島町","1995100000","1995年度","","14.409","","28.328",""
"34369","広島県 北広島町","1990100000","1990年度","","15.751","","23.528",""
"34369","広島県 北広島町","1985100000","1985年度","","18.087","","20.649",""
"34369","広島県 北広島町","1980100000","1980年度","","18.776","","18.755",""
"34431","広島県 大崎上島町","2015100000","2015年度","","7.082","","44.882",""
"34431","広島県 大崎上島町","2010100000","2010年度","","7.978","","42.803",""
"34431","広島県 大崎上島町","2005100000","2005年度","","8.618","","39.693",""
"34431","広島県 大崎上島町","2000100000","2000年度","","9.328","","36.433",""
"34431","広島県 大崎上島町","1995100000","1995年度","","10.558","","31.822",""
"34431","広島県 大崎上島町","1990100000","1990年度","","13.167","","25.783",""
"34431","広島県 大崎上島町","1985100000","1985年度","","17.013","","19.765",""
"34431","広島県 大崎上島町","1980100000","1980年度","","19.437","","17.252",""
"34462","広島県 世羅町","2015100000","2015年度","","10.810","","39.879",""
"34462","広島県 世羅町","2010100000","2010年度","","11.237","","35.951",""
"34462","広島県 世羅町","2005100000","2005年度","","11.932","","34.904",""
"34462","広島県 世羅町","2000100000","2000年度","","13.388","","32.880",""
"34462","広島県 世羅町","1995100000","1995年度","","15.578","","28.449",""
"34462","広島県 世羅町","1990100000","1990年度","","17.063","","23.985",""
"34462","広島県 世羅町","1985100000","1985年度","","18.896","","20.147",""
"34462","広島県 世羅町","1980100000","1980年度","","18.917","","17.840",""
"34545","広島県 神石高原町","2015100000","2015年度","","9.233","","46.642",""
"34545","広島県 神石高原町","2010100000","2010年度","","9.227","","44.657",""
